Data,Veiculo,Produto,Serviço,Total,Fabricante
18/12/2024,ASTRA,"1628,8","1410,0","3038,8",CHEVROLET
18/12/2024,GOL,"165,2","100,0","265,2",VOLKSWAGEN
19/12/2024,S10,"1379,2","335,0","1714,2",CHEVROLET
19/12/2024,A5,"15,0","400,0","415,0",AUDI
19/12/2024,GOL,"409,66","240,35","650,01",VOLKSWAGEN
19/12/2024,AZERA,"1086,45","463,55","1550,0",HYUNDAI
19/12/2024,HILUX,"667,0","350,0","1017,0",TOYOTA
19/12/2024,RENEGADE,"480,0","0,0","480,0",JEEP
19/12/2024,PAJERO TR4,"75,0","240,0","315,0",MITSUBISHI
19/12/2024,COMPASS,"258,03","241,97","500,0",JEEP
20/12/2024,COROLLA,"767,8","232,2","1000,0",TOYOTA
23/12/2024,RENEGADE,"1934,73","1516,06","3450,79",JEEP
23/12/2024,S10,"470,0","0,0","470,0",CHEVROLET
23/12/2024,NEW FIESTA,"5881,48","2352,88","8234,36",FORD
23/12/2024,F250,"78,65","381,34","459,99",FORD
26/12/2024,PALIO WEEKEND,"120,0","180,0","300,0",FIAT
26/12/2024,POLO,"522,71","427,29","950,0",VOLKSWAGEN
26/12/2024,S10,"1042,55","280,0","1322,55",CHEVROLET
26/12/2024,CORSA,"42,35","197,65","240,0",CHEVROLET
26/12/2024,RANGER,"1619,5","1145,0","2764,5",FORD
26/12/2024,ONIX,"9,0","30,0","39,0",CHEVROLET
27/12/2024,GOLF,"1361,1","720,0","2081,1",VOLKSWAGEN
27/12/2024,S10,"0,0","180,0","180,0",CHEVROLET
27/12/2024,COMPASS,"511,39","0,0","511,39",JEEP
27/12/2024,LANCER,"63,0","0,0","63,0",MITSUBISHI
30/12/2024,PAJERO DAKAR,"0,0","280,0","280,0",MITSUBISHI
31/12/2024,ONIX,"511,9","330,0","841,9",CHEVROLET
31/12/2024,X1,"0,0","400,0","400,0",BMW
31/12/2024,RENEGADE,"0,0","80,0","80,0",JEEP
31/12/2024,AMAROK,"1300,55","1245,0","2545,55",VOLKSWAGEN
